title,title_matched,authors,authors_matched,date,date_matched,isbn,isbn_matched,pages,pages_matched,description,description_matched,publisher,publisher_matched,keywords,keywords_matched,binding,barcode,value,status,image,percent,source
Mason: The Life of RAK Mason,Mason,Rachel Barrowman,Rachel Barrowman,2003,2003,0864734638,"0864734638, 9780864734631",NaN,482,,"The full story of the gifted but troubled R. A. K. Mason is told for the first time in this accessible biography. The puzzling reasons after his extraordinary beginning that Mason almost completely stopped writing poetry are investigated. The legendary story of how Mason dumped 200 copies of his first book, The Beggar, into Auckland harbor in disappointment, disgust, or despair because no one would buy it is explored as a symbol of a time--the 1920s and 1930s--when a true, vital, native literature struggled to be written or heard in a provincial and puritanical country. Also explored are how Mason's political beliefs prompted him to turn his creative energies to left-wing theater movements in the 1930s, the impact that family pressures had on his life, and his late-in-life diagnosis with manic depression.",Victoria University Press,Victoria University Press,"Biography / Mason, R.A.K.",Biography & Autobiography,,101213,,Lending,http://books.google.com/books/content?id=4rCG5EwxW_4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,101,ISBN
Witchraze: A New History of the European Witch Hunts,Witchcraze,Anne Llewellyn Barstow,Anne L. Barstow,1994,1995-06-24,0062510363,"9780062510365, 0062510363",255,274,,"""In the sixteenth century, a rise in sexual violence in European society was exacerbated by pressure from church and state to change basic sexual customs...As the centuries since have shown escalating levels both of violence, general and sexual, and of state control, the witchcraze can be considered a portent, even a model, of some aspects of what modern Europe would be like."" Over three centuries, approximately one hundred thousand persons, most of whom were women, were put to death under the guise of ""witch hunts"", particularly in Reformation Europe. The shocking annihilation of women from all walks of life is explored in this brilliant, authoritative feminist history Anne Llwellyn Barstow. Barstow exposes an unrecognized holocaust -- the ""ethnic cleansing"" of independent women in Reformation Europe -- and examines the residual attitudes that continue to influence our culture. Barstow argues that it is only with eyes sensitive to gender issues that we can discern what really happened in the persecution and murder of these women. Her sweeping chronicle examines the scapegoating of women from the ills of society, investigates how their subjugation to sexual violence and death sent a message of control to all women, and compares this persecution of women with the enslavement and slaughter of African slaves and Native Americans. Ultimately Barstow traces the current backlash against women to its gynophobic torture-filled origins. In the process, she leaves an indelible mark on our growing understanding of the legacy of violence against women around the world.",HarperCollins,Harper Collins,Witchcraft / Europe,Social Science,Paperback,102604,10,Lending,http://books.google.com/books/content?id=knzm_3oe9TcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
The Law,The Law,Frederic Bastiat,Frédéric Bastiat,1998,1998,1572460733,"1572460733, 9781572460737",79,0,,"The Law, by Frederic Bastiat is a classic work of political philosophy taken from the history of the human quest for a government that works. It was written by Bastiat in the early 1800's after the establishment of The United States, which greatly influences his work. It reflects the reasoning of our Founding Fathers in the establishing of a new form of government. It is as fresh today as it was when it was written and is ever more important to our nation as it ages and moves away from our founding principles and the history that brought about our birth as a nation. This book is reprinted with the hope that we can grasp once again the value of limited government and the freedom of the individual. This book is not copyrighted and may be reproduced at will.",Foundation for Economic Education,,Politics,Law,Paperback,100815,9.95,Lending,,101,ISBN
The illustrated encyclopedia of New Zealand,The Illustrated Encyclopedia of New Zealand,David (Ltd.) Bateman,,1992,December 1990,1869530071,1869530071,,1448,,,David Bateman Ltd.,G K Hall & Co,Encyclopedia,,,106078,,Reference,https://covers.openlibrary.org/b/id/10287933-S.jpg,101,ISBN
Evil: Inside Human Violence & Cruelty,Evil,Roy F. Baumeister,Roy F. Baumeister,1996,1997,0716729024,"0716729024, 9780716729020",431,431,,"Explores cruelty and violence in human behavior, tracing its roots in psychology, sociology, anthropology, criminology, and history",W H Freeman & Co,W H Freeman & Company,Psychology,Philosophy,Hardback,103036,24.95,Lending,http://books.google.com/books/content?id=urT3SgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Paul: The Apostle of Jesus Christ,Paul the Apostle of Jesus Christ,Ferdinand C. Baur,Ferdinand Christian Baur,2003,2003,1565638999,"UCR:31210018384881, 1565638999",NaN,752,,"Synopsis: One hundred and sixty years ago F.C. Baur posed, in inescapably sharp form, a question which has haunted Christianity throughout its history: is Christianity simply a form of Judaism, development from Judaism, or was it, as Baur argued, from the beginning something quite distinct, a religious spirit or consciousness which could not be or become itself until it broke through the limits and restrictions of its historical origins? Baur's radical answer set the agenda for the rest of the nineteenth century, and though neglected for most of the twentieth century, the question has reemerged with renewed force in a post-Holocaust world.""--James D.G. Dunn, Emeritus Lightfoot Professor of Divinity, University of Durham ""It will be extremely helpful to New Testament critics to have F.C. Baur's influential work on Paul-long out of print and often no longer even available on most theological library shelves-conveniently at hand. Baur's application of Hegel's dialectical theories to the writings of Paul profoundly shaped the discourse of his mid-nineteenth century German contemporaries, including that of those who sought to challenge certain aspects of his interpretation. They did not escape the powerful force of his conceptualization of the world, including a deeply negative evaluation of the Oriental spirit (i.e., Judaism and Jewishness), which was central to his project. The legacy of these developments-the so-called Tubingen school-has deeply influenced NT studies (and arguably world history) ever since, and continues to assert its influence on the interpretation of Paul's voice to this day, although often now in unrecognized ways. With the availability of this edition, that is about to change.""-Mark D. Nanos, author of The Galatians Debate, The Irony of Galatians, and The Mystery of Romans ""Perhaps the most influential book of nineteenth-century New Testament scholarship, Paul the Apostle of Jesus Christ offered a novel, breathtaking synthesis of the apostle's place in the development of early Christianity. ... In seeking the authentic writings of Paul, the generative center of his thought, the role of the Law and its relationship to the Gospel of Jesus Christ, the historical value of the book of Acts, and the views of Paul's opponents, Baur's work set an agenda that continues to dominate modern inquiry.""-A. Andrew Das, Niebuhr Distinguished Chair, professor of religious studies, Elmhurst College ""The history of Pauline and even New Testament studies is a continuing dialogue with the assumptions and conclusions of Ferdinand Christian Baur. No Pauline scholar-recent efforts notwithstanding-has so shaped the set of questions asked of Paul's letters as did Baur. This is not to say that Baur got it right-far from it. He was no doubt wrong, and sometimes quite wrong, on a number of crucial issues in each of the areas that he so significantly influenced. Nevertheless, his legacy regarding the influence of fundamental conflicts in the early church, and the need for critical rather than simply theological scrutiny of the letters, is still of importance as we continue to study Paul's letters in the context of the New Testament and early Christianity.""-Stanley E. Porter, president, dean, and professor of New Testament, McMaster Divinity College.",Hendrickson Publishers,,Christianity,Biography & Autobiography,,100460,20,Reference,http://books.google.com/books/content?id=GwZCGbmeO34C&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
A lion handbook :The world's religions,The World's Religions,Pierce R. et. al. [ed.] Beaver,,1988,"December 31, 1990",9780745915227,9780745915227,,448,,,Lion,Lion Publishing PLC,Religion,,,106368,,Lending,https://covers.openlibrary.org/b/id/10441033-S.jpg,101,ISBN
Hungry Ghosts: Mao's Secret Famine,Hungry Ghosts,Jasper Becker,Jasper Becker,1996,1996,068483457X,"UCSD:31822023929979, 068483457X",NaN,392,,"This is the unforgettable story of the century's greatest human rights disaster, in which more people died than in Stalin's purges and the Holocaust put together.",The Free Press,,China / History,Biography & Autobiography,,102947,,Lending,http://books.google.com/books/content?id=QYuzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Berlin: The Downfall 1945,Berlin,Antony Beevor,Antony Beevor,2002,2002,0670886955,0670886955,489,489,,"the downfall, 1945",Viking,Viking,History / World War II,,Hardback,102858,59.95,Lending,https://covers.openlibrary.org/b/id/402430-S.jpg,101,ISBN
Darwin's Black Box: The Biochemical Challenge to Evolution,Darwin's black box,Michael Behe,Michael J. Behe,1996,2003,0684834936,0684834936,307,307,,the biochemical challenge to evolution,Touchstone,Free Press,ID Theory / Evolution,,Paperback,100472,29.95,Lending,https://covers.openlibrary.org/b/id/9808407-S.jpg,101,ISBN
The Dilemmas of Euthanasia,The Dilemmas of Euthanasia,S J.A & Bok Behnke,"John A. Behnke, Sissela Bok",1975,1975,0385097301,"0385097301, 9780385097307",187,187,,,Anchor Books,,Euthanasia,Euthanasia,Hardback,100653,,Lending,http://books.google.com/books/content?id=YFfgzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
"The Voluntary City: Choice, Community, and Civil Society",The Voluntary City,David et.al. Beito,"David T. Beito, Peter Gordon, Alexander Tabarrok",2002,2002,0472088378,"0472088378, 9780472088379",462,482,,Challenges the orthodoxy that insists government alone can improve community life,The Independent Institute,University of Michigan Press,Politics / Liberalism,Business & Economics,Paperback,100473,49.95,Lending,http://books.google.com/books/content?id=UNL8CypId5IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,101,ISBN
At The Works: A Study of a Manufacturing Town,At the Works,Lady Bell,Lady Florence Eveleen Eleanore Olliffe Bell,1985,1907,0860684156,"0860684156, 9780860684152",272,272,,,Virago Press,Virago Press,History / Industrial England,Iron industry and trade,Paperback,100475,9.9,Lending,,101,ISBN
Buried alive,Buried Alive,Arnold Bennett,Arnold Bennett,1976,1976,0140040684,"0140040684, 9780140040685",,187,,"This book is part of the TREDITION CLASSICS series. The creators of this series are united by passion for literature and driven by the intention of making all public domain books available in printed format again - worldwide. At tredition we believe that a great book never goes out of style. Several mostly non-profit literature projects provide content to tredition. To support their good work, tredition donates a portion of the proceeds from each sold copy. As a reader of a TREDITION CLASSICS book, you support our mission to save many of the amazing works of world literature from oblivion.",Penguin,,Novel,Fiction in English,,106291,,Lending,,101,ISBN
The history of political thought: a short introduction,The History of Political Thought,R.N. Berki,R. N. Berki,1977,1977,0460101773,"OSU:32435012088662, 0460101773",,232,,,J.M. Dent & Sons,London [etc.] ; Toronto : Dent,Politics/History,Political Science,,106109,,Lending,http://books.google.com/books/content?id=ggcq0i9tXisC&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Recollections of a Historian of Ideas: Conversations with Isaiah Berlin,Conversations with Isaiah Berlin,Ramin Isaiah & Jahanbegloo Berlin,"Isaiah Berlin, Ramin Jahanbegloo",1991,1991,0684193949,"UOM:49015003260826, 0684193949",NaN,248,,"""A celebrated master of the spoken as well as the written word, Isaiah Berlin here gives us a rare memoir in the form of a dialogue."" ""Isaiah Berlin is renowned the world over for his analysis of the ideas that have influenced or transformed societies. He has a deep commitment to liberty and pluralism, and has devoted the half century and more of his professional life as a teacher and lecturer to exploring the conditions that allow these ideals to flourish, and those that threaten them."" ""Berlin here intersperses insights into the development of his ideas and political philosophy with rich personal reminiscences. He discusses Machiavelli, Marx, Vico, Herder, and Herzen, among others, and their influence over him."" ""As he leads us from Petrograd to Oxford, Washington, Moscow, London, and Jerusalem, he speaks of his friends and contemporaries: W. H. Auden, Stephen Spender, Igor Stravinsky, A. J. Ayer, Bertrand Russell, and many others. He tells of his moving encounters with Anna Akhmatova, Boris Pasternak, and Chaim Weizmann, and of his passion for music and literature."" ""Frank and engaging, Conversations with Isaiah Berlin is a remarkable record of one of the great intellectual odysseys of our time.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",Charles Scribner's Sons,Macmillan Reference USA,"Berlin, Isaiah",Biography & Autobiography,,100369,,Lending,http://books.google.com/books/content?id=qFkNAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
